OBJECTID,agency,comments,mapmethod,datecurrent,uniquefireidentifier,fireyear,incidentname,pooownerunit,perimeterdatetime,acres_burned,complexname,firecode,complexparentirwinid,pooresponsibleunit,state,inciwebid,localincidentidentifier,irwinid,incomplex,complexfirecode,shape__Area,shape__Length
17438,USFS,,GPS-Flight,9/13/2005 0:00,2005-IDPAF-005045,2005,South Fork,,9/9/2005 0:00,470.6407471,Frank Church WFU,,,IDPAF,ID,,5045,,Y,B3ML,3778222.523,13392.83302
17439,BLM,,Unknown,4/1/2013 0:00,2005-UTRID-000057,2005,Desert Mountain,,6/22/2005 0:00,1265.998841,,BVSO,,UTRID,UT,,57,,N,,8678512.879,17793.99555
17440,BLM,,Unkown,8/11/2005 0:00,2005-AKSWS-000346,2005,Swift,,8/9/2005 0:00,18609.85662,,,,AKSWS,AK,,346,,N,,330033372.9,158647.9878
17441,BLM,Unknown Date,Unknown,8/14/2008 0:00,2005-UTCCD-B1RC,2005,Burgess 2,,12/31/2005 0:00,1757.443106,,B1RC,,UTCCD,UT,,,,N,,11199582.21,19531.13263
17442,BLM,,Unknown,3/7/2012 0:00,2005-IDEIS-000023,2005,Panorama,,9/1/2005 0:00,93.1103244,,B5NL,,IDIFD,ID,,23,,N,,717297.3867,3820.257797
17443,BLM,,Unknown,4/1/2010 0:00,2005-AZASD-BWE4,2005,Coyote Creek,,6/26/2005 12:21,179.4141026,,BWE4,,AZASD,AZ,,,,N,,1140243.766,4742.115188
17444,BLM,,Unknown,4/1/2010 0:00,2005-AZASD-BW3J,2005,Nevershine,,6/28/2005 8:32,623.7034972,,BW3J,,AZASD,AZ,,,,N,,3888688.023,10926.26175
17445,BLM,,Unknown,3/7/2012 0:00,2005-IDHFR-000699,2005,Tucker Springs,,7/15/2005 0:00,19.7086031,,BXN6,,IDTFD,ID,,699,,N,,148076.1016,2103.038795
17446,BLM,,Unknown,4/1/2010 0:00,2005-AZASD-B1AE,2005,Honeymoon,,7/20/2005 19:31,23.63896425,,B1AE,,AZASD,AZ,,,,N,,150153.75,1526.067122
17447,BLM,Unknown Date,Unknown,8/14/2008 0:00,2005-UTCCD-B7DR,2005,Shawnee,,12/31/2005 0:00,29.41804639,,B7DR,,UTCCD,UT,,,,N,,193704.2891,4362.343448
17448,BLM,Unknown Date,Unknown,8/14/2008 0:00,2005-UTCCD-B5W1,2005,Mound,,12/31/2005 0:00,262.9442906,,B5W1,,UTCCD,UT,,,,N,,1721977.895,5296.86524
17449,BLM,PERIM_DATE is populated from California CONT_DATE field vs. COLL_DATE field.,GPS-Walked,9/1/2006 0:00,2005-CASHU-006510,2005,Iron,,8/28/2005 12:00,10.9885637,,B5B7,,CANOD,CA,,6510,,N,,77319.35938,1436.647186
17450,BLM,,Unknown,3/7/2012 0:00,2005-IDTFD-000710,2005,Deadhorse,,7/15/2005 0:00,56.3321384,,BX67,,IDTFD,ID,,710,,N,,426527.8086,4876.204556
17451,BLM,,GPS-Flight,10/20/2005 0:00,2005-CACCD-010338,2005,Painted Hills,,9/30/2005 0:00,12.70380432,,,,CACCD,CA,,10338,,N,,74864.10938,1128.263756
17452,BLM,,GPS-Flight,8/24/2005 0:00,2005-UTSLD-B4LX,2005,Wiley,,8/22/2005 0:00,69.24611594,,B4LX,,UTSLD,UT,,,,N,,481799.9336,3999.43773
17453,BLM,PERIM_DATE is populated from California CONT_DATE field vs. COLL_DATE field.,GPS-Walked,8/28/2006 0:00,2005-CACDD-006380,2005,Bent,,6/22/2005 23:00,78.83391779,,BVS5,,CACDD,CA,,6380,,N,,474230.0039,3773.949106
17454,NPS,,GPS-Flight,11/9/2005 0:00,2005-UTSLD-000710,2005,Tower,,9/26/2005 10:00,277.9966859,,B68Y,,UTSLD,UT,,710,,N,,1964012.875,7921.150199
17455,BLM,,GPS-Flight,7/11/2005 0:00,2005-AZASD-BWZ0,2005,Tweedy Point,,7/5/2005 14:53,35616.48229,,BWZ0,,AZASD,AZ,,,,N,,223978977.9,90505.32883
17456,Local agency,,Unknown,5/1/2008 0:00,2005-WYCRX-050910,2005,Butte Divide,,8/29/2005 14:33,400.5536351,,B5HL,,WYCRX,WY,,50910,,N,,3199002.645,9028.834328
17457,BLM,,GPS-Unknown Travel Method,6/27/2005 0:00,2005-AKTAD-000230,2005,Telsitna river,,6/26/2005 0:00,204.1212907,,,,AKTAD,AK,,230,,N,,4337646.5,14176.9749
17458,BLM,,Unknown,8/25/2005 0:00,2005-CABBD-002712,2005,Eagle,,8/23/2005 0:00,47.31409798,,,,CABBD,CA,,2712,,N,,289846.5469,2736.903726
17459,BLM,,Unknown,8/22/2005 0:00,2005-AKSWS-000574,2005,Caribou,,8/19/2005 0:00,11387.48188,,,,AKSWS,AK,,574,,N,,226621883.5,256178.7412
17460,BLM,PERIM_DATE is populated from California CONT_DATE field vs. COLL_DATE field.,GPS-Walked,9/5/2006 0:00,2005-CACDD-008415,2005,Mojave,,8/11/2005 18:00,48.65159098,,B3V4,,CACDD,CA,,8415,,N,,293669.0078,3302.963966
17461,BLM,,Unknown,5/1/2008 0:00,2005-WYCAD-000147,2005,East Spring,,7/22/2005 21:52,30.66103064,,B1RE,,WYCAD,WY,,147,,N,,236684.0234,3646.973869
17462,USF,,GPS-Walked/ Driven,11/3/2010 0:00,2005-CAMDF-000297,2005,BUCK,,8/8/2005 15:21,204.3983335,,,,CAMDF,CA,,297,,N,,1495408.508,7744.66441
17463,BLM,,Unknown,5/28/2008 0:00,2005-NVWID-001381,2005,Kelly Creek,,8/2/2005 0:00,123.1331281,,B2DV,,NVWID,NV,,1381,,N,,881438.1758,4020.467827
17464,BLM,,Unknown,5/28/2008 0:00,2005-NVWID-001390,2005,Eden,,8/2/2005 0:00,217.2292062,,B2GZ,,NVWID,NV,,1390,,N,,1548772.984,4616.326899
17465,USFS,,Unknown,5/28/2008 0:00,2005-NVHTF-001258,2005,Airport,,7/30/2005 0:00,9.48176327,,B1DN,,NVCCD,NV,,1258,,N,,63178.97656,1325.103552
17466,State,,GPS-Unknown Travel Method,8/25/2005 0:00,2005-OR95S-953019,2005,Wills Canyon,,8/23/2005 0:00,1144.502162,,B4SK,,OR95S,OR,,953019,,N,,9191675.297,20778.04653
17467,BLM,,Unknown,5/28/2008 0:00,2005-NVELD-000091,2005,Pace Springs,,7/16/2005 0:00,10.19907107,,B0JB,,NVELD,NV,,91,,N,,66160.98438,992.5437944
17468,BLM,,Unknown,5/28/2008 0:00,2005-NVELD-000219,2005,Only,,8/19/2005 0:00,14.99051609,,B4HW,,NVELD,NV,,219,,N,,96276.53906,1144.152244
17469,BLM,,Unknown,8/23/2005 0:00,2005-CABBD-002532,2005,Creekside,,8/16/2005 0:00,23.01619078,,,,CABBD,CA,,2532,,N,,144882.1914,1654.120879
17470,USFS,,GPS-Unknown Travel Method,8/17/2005 0:00,2005-ORWWF-000334,2005,Tryton,,8/16/2005 13:42,22258.62299,Tryton Complex,,,ORWWF,OR,,334,,Y,B3P6,184445684.9,83355.50336
17471,BLM,,Unknown,6/9/2008 0:00,2005-AKGAD-000261,2005,Shiniliaok No 2,,6/16/2005 0:00,1473.065122,,BUU0,,AKGAD,AK,,261,,N,,36785621.73,38057.65739
17472,BLM,,GPS-Flight,7/6/2005 0:00,2005-NVCCD-000944,2005,Badger,,7/3/2005 0:00,655.41383,,BVA2,,NVCCD,NV,,944,,N,,4416266.641,14115.1451
17473,BLM,,Unknown,5/28/2008 0:00,2005-NVCCD-001266,2005,Delaware,,7/22/2005 0:00,285.5415971,,B1FT,,NVCCD,NV,,1266,,N,,1930237.316,7926.549688
17474,BLM,,Unknown,3/7/2012 0:00,2005-IDTFD-000941,2005,Shoshone Basin,,8/24/2005 0:00,151.7589568,,B4W3,,IDTFD,ID,,941,,N,,1119841.449,5238.112899
17475,BLM,,Unkown,8/29/2005 0:00,2005-AKTAD-000539,2005,Hughes Creek,,8/26/2005 0:00,20334.68536,,,,AKTAD,AK,,539,,N,,507136673.7,177826.7528
17476,State Agency,,Unknown,5/28/2008 0:00,2005-NVNNS-000568,2005,Beowoee,,7/7/2005 0:00,664.7175746,,BYF8,,NVEKD,NV,,568,,N,,4681698.133,15434.86887
17477,BLM,,Unkown,8/24/2005 0:00,2005-AKTAD-000276,2005,Boney Creek,,8/23/2005 0:00,62562.59703,,,,AKTAD,AK,,276,,N,,1406057640,259748.9267
17478,BLM,,Unknown,5/28/2008 0:00,2005-NVLVD-B3JW,2005,Red Rock,,8/7/2005 0:00,41.18581985,,B3JW,,NVLVD,NV,,,,N,,256105.7383,2111.626893
17479,BLM,,Unknown,5/28/2008 0:00,2005-NVLVD-B3JX,2005,Blue,,8/8/2005 0:00,11.7536102,,B3JX,,NVLVD,NV,,,,N,,72692.32813,1030.357574
17480,State Agency,,Unknown,5/28/2008 0:00,2005-NVNNS-000901,2005,Scapegoat,,8/14/2005 0:00,514.4435824,,B36V,,NVEKD,NV,,901,,N,,3613461.18,14275.82411
17481,State Agency,,Unknown,5/28/2008 0:00,2005-NVNNS-001131,2005,Hastings,,9/25/2005 0:00,1180.832565,,B65L,,NVEKD,NV,,1131,,N,,8219416.816,19717.55959
17482,BLM,,Unkown,8/26/2005 0:00,2005-AKGAD-000200,2005,Little Mud #2,,8/24/2005 0:00,180472.982,,,,AKGAD,AK,,200,,N,,3997225605,557618.8148
17483,BLM,,Unknown,5/28/2008 0:00,2005-NVWID-001206,2005,Osgood,,7/4/2005 0:00,82.14852515,,BXZ2,,NVWID,NV,,1206,,N,,585704.6328,3319.788019
17484,BLM,,Unknown,3/7/2012 0:00,2005-IDSIX-000733,2005,700 Rd,,7/15/2005 0:00,57.00242653,,BZW7,,IDTFD,ID,,733,,N,,428999.7031,2969.841328
17485,USFS,,GPS-Unknown Travel Method,8/16/2005 0:00,2005-IDNPF-000060,2005,China Ten,,8/14/2005 0:00,1317.246754,,B3TA,,IDNPF,ID,,60,,N,,11011335.78,17187.51962
17486,BLM,,Unkown,8/11/2005 0:00,2005-AKSWS-000251,2005,Lone Mtn.,,8/10/2005 0:00,13470.99276,,,,AKSWS,AK,,251,,N,,254955105.5,103162.7563
17487,BLM,,GPS-Unknown Travel Method,8/12/2005 0:00,2005-ORVAD-000288,2005,Blue Mountain Pass,,8/10/2005 0:00,39.61648409,,B3F2,,ORVAD,OR,,288,,N,,292609.5547,3319.681762
17488,USFS,,GPS-Unknown Travel Method,8/12/2005 0:00,2005-ORVAD-000314,2005,Bow Staff,,8/10/2005 0:00,63.94298068,,B3TG,,ORVAD,OR,,314,,N,,508924.5156,2804.90639
17489,Unknown,,Unknown,7/21/2011 0:00,2002-OR,2002,Jacks Horse,,1/1/2002 0:00,12.83799305,,,,,OR,,,,N,,103810.0859,1516.658654
17490,BLM,,Unkown,8/24/2005 0:00,2005-AKUYD-000269,2005,Fish Creek,,8/23/2005 0:00,117747.8162,,,,AKUYD,AK,,269,,N,,2819547397,525325.1542
17491,Unknown,,Unknown,3/2/2012 0:00,2002-CO-212002,2002,Andrix 2,,4/25/2002 0:00,113.7672178,,,,,CO,,212002,,N,,728638.918,9292.572362
17492,BLM,,Unkown,8/15/2005 0:00,2005-AKSWS-000559,2005,Dishna,,8/12/2005 0:00,26810.00612,,,,AKSWS,AK,,559,,N,,515328484.6,210101.3688
17493,USFS,,Digitized-Other,8/29/2005 0:00,2005-ORSIF-000011,2005,Solitude,,8/27/2005 20:57,127.7563994,Blossom Complex,,,ORSIF,OR,,11,,Y,B1KB,956924.0938,4625.264261
17494,BLM,,Unkown,8/11/2005 0:00,2005-AKSWS-000244,2005,Folger Creek,,8/9/2005 0:00,2.20603571,,,,AKSWS,AK,,244,,N,,44247.375,822.7099132
17495,BLM,,Unknown,5/1/2008 0:00,2005-WYWOD-000166,2005,Buffalo Creek,,8/9/2005 19:15,0.12106459,,B3UB,,WYWOD,WY,,166,,N,,934.4765625,143.418993
17496,USFS,,GPS-Unknown Travel Method,9/9/2005 0:00,2005-CASRF-001156,2005,Geary,,9/7/2005 0:00,175.4155505,,,,CASRF,CA,,1156,,N,,1262029,4938.389602
17497,USFS,,Mixed Methods,8/19/2005 0:00,2005-IDSCF-005398,2005,Hale Gulch,,8/18/2005 0:00,2642.4088,,B3F6,,IDSCF,ID,,5398,,N,,21675722.43,28417.70842
17498,USFS,,GPS-Flight,9/13/2005 0:00,2005-IDPAF-005045,2005,Wolf Fang Fire,,9/9/2005 0:00,0.54564323,Frank Church WFU,,,IDPAF,ID,,5045,,Y,B3ML,4451.9375,277.9848832
17499,USFS,,GPS-Flight,9/12/2005 0:00,2005-MTBRF-000135,2005,Upper Canyon Creek Fire,,9/9/2005 15:32,251.7892906,Selway-Salmon Complex,,,MTBRF,MT,,135,,Y,B3L5,2100690.641,12640.52812
17500,BLM,Perimeter updated by NPS in 2006,Unknown,7/1/2011 0:00,2004-AKGAD-A4U8,2004,Sisiak Creek,,6/14/2004 16:35,332.8378889,,A4U8,,AKGAD,AK,,,,N,,9481751.688,13753.20559
17501,USFS,Unknown Date,Hand Sketch,3/5/2012 0:00,2004-NM,2004,November Pnf,,12/31/2004 0:00,631.3422796,,,,NM,NM,,,,N,,3686436.219,8953.405063
17502,BLM,,GPS-Unknown Travel Method,6/24/2005 0:00,2005-AZAZS-050324,2005,Vekol,,5/28/2005 22:00,6232.170972,,,,AZAZS,AZ,,50324,,N,,35861415.52,52726.09115
17503,BLM,,Unknown,3/7/2012 0:00,2005-IDTFD-000636,2005,Shore Line,,6/24/2005 0:00,66.45486062,,BU9S,,IDTFD,ID,,636,,N,,502286.2188,6757.267714
17504,BLM,,GPS-Unknown Travel Method,7/11/2005 0:00,2005-AZASD-BV3C,2005,Last Chance,,6/28/2005 0:00,5670.425898,,BV3C,,AZASD,AZ,,,,N,,35559740.54,24394.90722
17505,BLM,,Unknown,5/1/2008 0:00,2005-WYWOD-000146,2005,Zimmerman,,8/1/2005 21:00,9.33854375,,B2WV,,WYWOD,WY,,146,,N,,72500.55078,2530.689385
17506,BLM,,Unkown,8/11/2005 0:00,2005-AKSWS-000356,2005,Newhalen River,,8/9/2005 0:00,0.45507785,,,,AKSWS,AK,,356,,N,,7297.96875,340.7415866
17507,CDF,,GPS-Walked/ Driven,11/3/2010 0:00,2005-CAMMU-018489,2005,PRESTON,,9/25/2005 16:52,75.32979116,,,,CAMMU,CA,,18489,,N,,482030.8945,3826.476889
17508,BLM,,GPS-Walked,7/6/2005 0:00,2005-NVCCD-000935,2005,P Valley,,7/3/2005 0:00,17.14073499,,BU5Z,,NVCCD,NV,,935,,N,,116173.9023,1819.264177
17509,BIA,,GPS-Unknown Travel Method,8/16/2005 0:00,2005-IDFHA-000007,2005,Ramsey,,7/31/2005 11:44,30.29267176,,B2EM,,IDFHA,ID,,7,,N,,228201.8984,1933.01568
17510,State,,GPS-Unknown Travel Method,8/16/2005 0:00,2005-IDEIS-000009,2005,Rockland,,7/23/2005 20:07,25.16765832,,B1SD,,IDEIS,ID,,9,,N,,188773.3398,2041.145084
17511,USFS,Unknown Date,Unknown,11/21/2008 0:00,2004-WAMSF,2004,Fathers Day,,12/31/2004 0:00,20.49979311,,,,WAMSF,WA,,,,N,,178344.9531,1668.809412
17514,USFS,,Unknown,1/13/2011 0:00,2009-CASQF-002896,2009,CORRAL,,8/7/2009 13:02,136.0040041,,E4Q8,,CASQF,CA,,2896,,N,,839373.2578,4683.499975
17515,Unknown,,,,2001-IDBOD-F284,2001,Timberdraw,,9/18/2001 0:00,18.92420245,,,,IDBOD,ID,,F284,,N,,139821.7773,1547.36207
17517,BLM,,Unknown,10/25/2013 0:00,2009-UTSLD-000309,2009,Knoll,,7/6/2009 0:00,1.24520779,,E05U,,UTSLD,UT,,309,,N,,8752.910156,574.4916381
17520,BLM,GPS Driven,GPS-Driven,9/9/2009 0:00,2009-IDTFD-000284,2009,MM9,,8/22/2009 8:54,12.16753947,,E5M7,,IDTFD,ID,,284,,N,,90898.76172,2501.801773
17523,USFS,No entry in FireCode; HD,Hand Sketch,1/13/2011 0:00,2009-CA-000024,2009,Steep,,5/10/2009 0:00,29.46133026,,,,CA,CA,,24,,N,,176743.0352,2741.064699
17526,State agency,No entry in FireCode; GPS,GPS-Unknown Travel Method,1/13/2011 0:00,2009-CA,2009,VALLEY,,1/16/2009 0:00,24.97964966,,,,CA,CA,,,,N,,177788.9258,2212.236367
17531,Local agency,HD,Hand Sketch,1/13/2011 0:00,2009-CAKRN-024569,2009,WILLOW,,8/15/2009 15:19,82.14025474,,E5BX,,CAKRN,CA,,24569,,N,,497195.25,3254.133449
17533,BLM,,GPS-Unknown Travel Method,7/11/2005 0:00,2005-UTCCD-BTM7,2005,Red Cliffs,,6/6/2005 11:45,759.0878858,,BTM7,,UTCCD,UT,,,,N,,4849692.121,12007.41326
17537,NPS,PERIM_DATE is populated from California CONT_DATE field vs. COLL_DATE field.,GPS-Flight,8/30/2006 0:00,2005-CAMNP-007484,2005,Clark,,7/21/2005 12:00,100.0841195,,B1AX,,CAMNP,CA,,7484,,N,,613263.2891,3730.81902
17542,USFS,,Unknown,3/7/2012 0:00,2005-AZASF-BZ53,2005,Sunflower,,7/9/2005 0:00,385.4912467,,BZ53,,AZASF,AZ,,,,N,,2234751.625,7091.431245
17543,BLM,,GPS-Unknown Travel Method,7/29/2005 0:00,2005-AZPHD-B1NX,2005,Twin Mills,,7/25/2005 20:00,11948.40726,,B1NX,,AZPHD,AZ,,,,N,,72884542.09,68428.85641
17544,BLM,,Unkown,8/30/2005 0:00,2005-AKTAD-000278,2005,Old Dummy,,8/27/2005 0:00,221937.1438,,,,AKTAD,AK,,278,,N,,5468941709,822986.0331
17545,CDF,,GPS-Walked/ Driven,11/3/2010 0:00,2005-CA,2005,COTTON C,,8/25/2005 0:00,28.31170697,,,,CA,CA,,005-CA,,N,,174387.1094,1886.259299
17546,NPS,,GPS-Flight,9/16/2005 0:00,2005-UTSLD-000573,2005,Loc Arts Canyon,,9/6/2005 9:19,34.90765771,,B5RD,,UTSLD,UT,,573,,N,,240518.8438,2168.270996
17547,CDF,,Mixed Methods,11/3/2010 0:00,2005-CA,2005,FOLEY,,8/25/2005 0:00,324.6951983,,,,CA,CA,,005-CA,,N,,2216192.797,6067.935474
17548,BLM,Unknown Date,Unknown,8/14/2008 0:00,2005-UTSLD-000220,2005,DITTO,,12/31/2005 0:00,22678.80748,,BZ7K,,UTSLD,UT,,220,,N,,156966678.3,63930.43203
17549,Unknown,,,,2001--000025,2001,Prong,,6/24/2001 0:00,110.8122448,,,,,MT,,25,,N,,904856.7109,3642.488267
17550,CDF,,GPS-Walked/ Driven,11/3/2010 0:00,2005-CA,2005,MEAT TRUCK,,8/27/2005 0:00,248.8120655,,,,CA,CA,,005-CA,,N,,1603271.918,6166.77203
17551,BLM,,Unkown,8/24/2005 0:00,2005-AKTAD-000541,2005,Tozitna River,,8/23/2005 0:00,57723.79338,,,,AKTAD,AK,,541,,N,,1353106085,200429.0643
17552,BLM,,Unknown,4/1/2010 0:00,2005-AZASD-B29V,2005,Cockscomb,,8/5/2005 6:20,182.5325312,,B29V,,AZASD,AZ,,,,N,,1145272.43,5679.670707
17553,CDF,,GPS-Walked/ Driven,11/3/2010 0:00,2005-CA,2005,UPRR_FIRE7,,7/13/2005 0:00,0.48157262,,,,CA,CA,,005-CA,,N,,3118.738281,294.1824804
17554,BLM,,Unknown,7/27/2011 0:00,2005-ORLAD-050212,2005,Sage Hen,,8/23/2005 0:00,568.4997647,,B4QX,,ORLAD,OR,,50212,,N,,4190756.918,20146.21091
17555,USFS,,GPS-Unknown Travel Method,8/30/2005 0:00,2005-CABDF-008919,2005,Blaisdell,,8/29/2005 0:00,5491.775403,,,,CABDF,CA,,8919,,N,,32317943.82,30958.95536
17556,BLM,,GPS-Unknown Travel Method,7/29/2005 0:00,2005-UTCCD-B1CS,2005,Oak Patch,,7/24/2005 0:00,7048.815286,,B1CS,,UTCCD,UT,,,,N,,45122543.8,34807.16983
17557,BLM,,GPS-Unknown Travel Method,5/5/2011 0:00,2005-WYLND-000131,2005,Mud Spring,,4/4/2005 0:00,11.28289129,,B3FA,,WYLND,WY,,131,,N,,84582.60156,1760.576213
17558,BLM,,Unknown,6/9/2008 0:00,2005-AKGAD-BUX0,2005,Holly Lakes,,6/16/2005 0:00,9672.240329,,BUX0,,AKGAD,AK,,,,N,,245829440.4,98454.11085
17559,CDF,,GPS-Unknown Travel Method,8/30/2005 0:00,2005-CATGU-005015,2005,Manton,,8/29/2005 6:00,1829.324853,,B49N,,CATGU,CA,,5015,,N,,12796662.95,23484.52533
17560,CDF,,GPS-Walked/ Driven,11/3/2010 0:00,2005-CA,2005,CRESTON,,7/23/2005 0:00,230.0948451,,,,CA,CA,,005-CA,,N,,1409018.059,5610.422669
17561,CDF,,GPS-Walked/ Driven,11/3/2010 0:00,2005-CA,2005,UPRR_FIRE,,7/13/2005 0:00,10.22486298,,,,CA,CA,,005-CA,,N,,66237.61328,1259.646978
17562,Orange County,,GPS-Unknown Travel Method,7/7/2005 0:00,2005-CAORC-041267,2005,Yorba Linda,,7/6/2005 10:00,1173.646713,,,,CAORC,CA,,41267,,N,,6915220.691,15349.85284
17563,BLM,,GPS-Unknown Travel Method,7/6/2005 0:00,2005-NVLVD-BWX0,2005,Tramp,,7/3/2005 0:00,26285.13733,,BWX0,,NVLVD,NV,,,,N,,164382343.5,75844.2339
17564,BLM,,GPS-Unknown Travel Method,8/31/2005 0:00,2005-AKTAD-000282,2005,Ray River,,8/30/2005 0:00,97459.48472,,,,AKTAD,AK,,282,,N,,2360658834,589066.3208
17565,BLM,PERIM_DATE is populated from California CONT_DATE field vs. COLL_DATE field.,GPS-Walked,8/30/2006 0:00,2005-CACDD-007034,2005,Clay River,,7/8/2005 22:00,75.49153815,,BZK8,,CACDD,CA,,7034,,N,,455122.8359,3360.593503
17566,BLM,,Unknown,5/28/2008 0:00,2005-NVCCD-001531,2005,Dog,,8/17/2005 0:00,51.2139971,,B4HA,,NVCCD,NV,,1531,,N,,352784.1445,3557.371891
17567,BLM,,Unknown,5/1/2008 0:00,2005-WYWOD-000229,2005,Black Mountain,,9/10/2005 6:30,1952.425831,,B6BQ,,WYWOD,WY,,229,,N,,15098851.09,27780.69602
17568,Local agency,,Unknown,5/1/2008 0:00,2005-WYCOX-000239,2005,Bixby,,8/30/2005 15:56,3134.821547,,B5KS,,WYCOX,WY,,239,,N,,23608590.01,30466.37199
17569,USFS,,Unknown,3/7/2012 0:00,2005-AZTNF-B0F9,2005,Mesquite,,7/15/2005 0:00,300.7867201,,B0F9,,AZTNF,AZ,,,,N,,1763007.879,8367.60271
17570,USFS,,GPS-Unknown Travel Method,7/13/2005 0:00,2005-COSJF-000036,2005,Rio Blanco WFU,,7/9/2005 17:00,1181.758901,,,,COSJF,CO,,36,,N,,7541987.074,15473.59597
17571,State,,GPS-Flight,7/29/2005 0:00,2005-UTNWS-000289,2005,Park Valley,,7/22/2005 11:38,18421.53327,,B1KX,,UTNWS,UT,,289,,N,,134084292.3,73283.46858
17572,BLM,,Unkown,8/12/2005 0:00,2005-AKGAD-000564,2005,Hammer North,,8/11/2005 0:00,312.4762362,,,,AKGAD,AK,,564,,N,,6379660.234,15927.53514
17573,Unknown,,,,2001--000105,2001,Wolf,,9/1/2001 0:00,111.5243164,,,,,WY,,105,,N,,849794.5469,4501.401201
17574,USFS,,GPS-Unknown Travel Method,10/11/2005 0:00,2005-CACNF-003573,2005,Skye,,10/9/2005 17:00,230.2018449,,,,CACNF,CA,,3573,,N,,1319800.227,8478.762565
17575,USFS,,GPS-Unknown Travel Method,5/23/2005 0:00,2005-AZTNF-000045,2005,BART,,5/17/2005 18:00,14544.57489,,,,AZTNF,AZ,,45,,N,,85634633.28,59532.61362
17576,USFS,,GPS-Flight,9/12/2005 0:00,2005-MTBRF-005080,2005,Elk Lake Fire,,9/9/2005 15:51,22.55968193,Selway-Salmon Complex,,,MTBRF,MT,,5069,,Y,B3L5,189430.4844,1906.845489
17577,USFS,,GPS-Unknown Travel Method,10/6/2005 0:00,2005-CABDF-010109,2005,Thurman,,10/4/2005 12:00,938.6576374,,,,CABDF,CA,,10109,,N,,5555947.074,14316.37356
17578,USFS,PERIM_DATE is populated from California CONT_DATE field vs. COLL_DATE field.,Hand Sketch,8/31/2006 0:00,2005-CALNU-006400,2005,Clover,,9/18/2005 11:00,296.1807138,,B6NE,,CAMNF,CA,,6400,,N,,1996510.16,7919.823892
17579,USFS,PERIM_DATE is populated from California CONT_DATE field vs. COLL_DATE field.,Hand Sketch,8/31/2006 0:00,2005-CALNU-006400,2005,Clover,,9/18/2005 11:00,631.4054654,,B6NE,,CAMNF,CA,,6400,,N,,4256060.426,10768.59111
17580,NPS,,GPS-Flight,10/26/2005 0:00,2005-UTSLD-000684,2005,Hells Kitchen,,9/21/2005 10:30,676.0484173,,B6YU,,UTSLD,UT,,684,,N,,4697255.543,8975.807664
17581,CDF,,Unknown,6/23/2005 0:00,2005-CARRU-052091,2005,Soboba,,6/23/2005 12:30,2078.438706,,,,CARRU,CA,,52091,,N,,12216804.69,20282.61728
17582,BLM,,Unknown,6/9/2008 0:00,2005-AKUYD-BT6P,2005,Titus Creek,,6/12/2005 0:00,214.29459,,BT6P,,AKUYD,AK,,,,N,,6219755.719,16889.69232
17583,Unknown,Unknown Date,,,2001-MT,2001,Werner,,12/31/2001 0:00,859.0134755,,,,,MT,,,,N,,7931410.109,12966.20411
17584,BLM,,GPS-Unknown Travel Method,7/6/2005 0:00,2005-NVLVD-000029,2005,Air Force,,7/3/2005 0:00,20445.96197,,,,NVLVD,NV,,29,,N,,129708206.5,115254.4171
17585,BLM,,GPS-Unknown Travel Method,6/24/2005 0:00,2005-AZPHD-050521,2005,Sunset Point,,6/21/2005 18:00,6850.831093,,,,AZPHD,AZ,,50521,,N,,40600224.63,44695.10018
17586,State agency,More inclusive,Unknown,6/9/2008 0:00,2005-AKSWS-504395,2005,Wasky,,7/3/2005 0:00,73264.45726,,B1HV,,AKSWS,AK,,504395,,N,,1362157617,268827.843
17587,BLM,,GPS-Unknown Travel Method,7/11/2005 0:00,2005-UTCCD-BW36,2005,Plateau,,6/28/2005 20:00,2986.075169,,BW36,,UTCCD,UT,,,,N,,19069297.93,23002.60443
17588,BLM,,Unknown,6/9/2008 0:00,2005-AKGAD-BU18,2005,Beaver Creek No 1,,6/17/2005 0:00,7099.916952,,BU18,,AKGAD,AK,,,,N,,187564269.1,159332.3293
17589,State,,GPS-Unknown Travel Method,8/4/2005 0:00,2005-OR98S-981024,2005,Simpson,,8/2/2005 15:00,2220.453295,,,,OR98S,OR,,981024,,N,,16435030.05,25048.46491
17590,CDF,PERIM_DATE is populated from California CONT_DATE field vs. COLL_DATE field.,GPS-Walked,9/12/2006 0:00,2005-CASHU-007122,2005,Rocky,,9/15/2005 11:00,24.12912908,,B6L6,,CASHU,CA,,7122,,N,,171352.3906,2289.417347
17591,BLM,,Unknown,6/9/2008 0:00,2005-AKGAD-000555,2005,Chick Mountain,,8/1/2005 0:00,97134.69162,,B2VK,,AKGAD,AK,,555,,N,,1913928974,289354.0575
17592,NPS,PERIM_DATE is populated from California CONT_DATE field vs. COLL_DATE field.,GPS-Walked,8/31/2006 0:00,2005-CAKNP-003556,2005,High Bridge West,,8/8/2005 13:00,1485.407744,,B5CX,,CAKNP,CA,,3556,,N,,9314760.086,14315.44388
17593,NPS,PERIM_DATE is populated from California CONT_DATE field vs. COLL_DATE field.,GPS-Flight,9/12/2006 0:00,2005-CAWNP-002563,2005,Roost-B,,11/19/2005 12:00,239.3929093,,,,CAWNP,CA,,2563,,N,,1682727.172,6554.131646
